tweetId,tweetUrl,username,userId,isRetweet,isPinned,time,text,replies,retweets,likes,entries,query_keywords
1278191755846914049,/OmarAbd36132584/status/1278191755846914049,OmarAbd36132584,1262223426250571779,False,False,2020-07-01 05:00:36,"Guul iyo Gobanimo Farmaajo.
#4MoreYears #M_Farmaajo",0,0,0,"{'hashtags': ['#4MoreYears', '#M_Farmaajo'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1278094975939510278,/EngWaharey/status/1278094975939510278,EngWaharey,1266042578232803328,False,False,2020-06-30 22:36:02,XISBIGA SSUP HAMBALYO #XisbigaSSUP #SSUP #Somaaliya #Somalia #1stJuly #1daLuulyo #Hambalo #60Guuro #Muqdisho #Garowe #Baydhabo #Hargeysa #Banaadir #Somaliweyn #Kismayo #Pununtland #M_Farmaajo #ShirkaJabuuti #Djibouti #Jama_deparani #DrBaadiyow #AliMGedi #HassanAKhaire pic.twitter.com/3NfdZiCkXl,0,0,0,"{'hashtags': ['#XisbigaSSUP', '#SSUP', '#Somaaliya', '#Somalia', '#1stJuly', '#1daLuulyo', '#Hambalo', '#60Guuro', '#Muqdisho', '#Garowe', '#Baydhabo', '#Hargeysa', '#Banaadir', '#Somaliweyn', '#Kismayo', '#Pununtland', '#M_Farmaajo', '#ShirkaJabuuti', '#Djibouti', '#Jama_deparani', '#DrBaadiyow', '#AliMGedi', '#HassanAKhaire'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/Eby0T30WAAIoaZD.jpg'], 'videos': []}",#M_Farmaajo
1278087670728667136,/EngWaharey/status/1278087670728667136,EngWaharey,1266042578232803328,False,False,2020-06-30 22:07:01,#Somaaliya #Somalia #1stJuly #1daLuulyo #Hambalo #60Guuro #Muqdisho #Garowe #Baydhabo #Hargeysa #Banaadir #Somaliweyn #EngWaharey #Kismayo #Pununtland #musebiihi #M_Farmaajo #ShirkaJabuuti #Djibouti #Jama_deparani #DrBaadiyow #AliMGedi #HassanAKhaire #Presidentsharif #CirroSL pic.twitter.com/4yigDbl7cj,0,0,0,"{'hashtags': ['#Somaaliya', '#Somalia', '#1stJuly', '#1daLuulyo', '#Hambalo', '#60Guuro', '#Muqdisho', '#Garowe', '#Baydhabo', '#Hargeysa', '#Banaadir', '#Somaliweyn', '#EngWaharey', '#Kismayo', '#Pununtland', '#musebiihi', '#M_Farmaajo', '#ShirkaJabuuti', '#Djibouti', '#Jama_deparani', '#DrBaadiyow', '#AliMGedi', '#HassanAKhaire', '#Presidentsharif', '#CirroSL'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EbysvB5WAAoioyc.jpg'], 'videos': []}",#M_Farmaajo
1277209724803522561,/Juha252/status/1277209724803522561,Juha252,1193686479752638469,False,False,2020-06-28 11:58:22,#M_farmaajo ayaa laweydiiyey shirkii jabuuti sifiican uma aadan hadlin ee maxaa kugu dhacay su'aashaas waxa ow uga jawaabay shirka waxaa joogay hooyadey labaad oo ah Dr adno aadan waxa ow sheegay iney tahay umulisadii kasoo qaaday hooyadiis 1961 lamana doodi karin ayow dhahay  pic.twitter.com/BhSje4GWhf,1,0,3,"{'hashtags': ['#M_farmaajo'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EbmPd3NWAAAtlSU.jpg', 'https://pbs.twimg.com/media/EbmPebWWkAE_npm.jpg'], 'videos': []}",#M_Farmaajo
1276480758689992704,/EngWaharey/status/1276480758689992704,EngWaharey,1266042578232803328,False,False,2020-06-26 11:41:43,#Somaliland #Borama #Hargeysa #Lasanood #Sanaag - #Somalia #Mogadishu #Garowe #Baidhabo #Kismayo #Pununtland #musebiihi #M_Farmaajo #ShirkaJabuuti #Djibouti #Jama_deparani #DrBaadiyow #AliMGedi #HassanAKhaire #Presidentsharif #CirroSL #EngWaharey pic.twitter.com/FX4hxjZBc6,0,0,0,"{'hashtags': ['#Somaliland', '#Borama', '#Hargeysa', '#Lasanood', '#Sanaag', '#Somalia', '#Mogadishu', '#Garowe', '#Baidhabo', '#Kismayo', '#Pununtland', '#musebiihi', '#M_Farmaajo', '#ShirkaJabuuti', '#Djibouti', '#Jama_deparani', '#DrBaadiyow', '#AliMGedi', '#HassanAKhaire', '#Presidentsharif', '#CirroSL', '#EngWaharey'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EbbzPKeWsAAo4Fw.jpg'], 'videos': []}",#M_Farmaajo
1301089087269425153,/fouwzi/status/1301089087269425153,fouwzi,3240045072,False,False,2020-09-02 09:26:26,"We're Divided into 3 categories.

V/Somalia's supporters R all about obfuscating, TWISTING the REALITY on the GROUND.

Delusional opposition cant differentiate btwn THE COUNTRY'S INTEREST & #M_Farmaajo

The PERSISTENT True PATRIOTS incl ME determined to fight for better Somalia",7,4,32,"{'hashtags': ['#M_Farmaajo'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1301587465258577920,/LenovoLegion/status/1301587465258577920,LenovoLegion,3502267702,False,False,2020-09-03 18:26:48,"Lenovo Legion x @PlayApex
Now is your chance to rise above the rest. 
Unmatched performance, purposeful engineering, modern design.
Gear up with a machine as savage as you are.
Stylish outside.
Savage inside.",19,10,157,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': [{'id': 'jJZFr4qBJg-chkN5'}]}",#M_Farmaajo
1297973180561227776,/Motown6666/status/1297973180561227776,Motown6666,2978190407,False,False,2020-08-24 19:04:56,Well that´s Progress #Xaarmaajo aka #M_Farmaajo  https://twitter.com/artssiyad/status/1297774217220497409 …,0,0,0,"{'hashtags': ['#Xaarmaajo', '#M_Farmaajo'], 'urls': ['https://twitter.com/artssiyad/status/1297774217220497409'], 'photos': [], 'videos': []}",#M_Farmaajo
1296654550829600770,/abdirahmanhirey/status/1296654550829600770,abdirahmanhirey,1001933457197555714,False,False,2020-08-21 03:45:10,#m_farmaajo Waxa aanaan ka daalayn in aan kugu waanino in aan xoog iyo ismaqiiq kursiga lagu joogi karin hadii sidaas adoo kujira waqtigu kaa dhacana wixii dhaca aad masuul kanoqonaysid fadlan wixii lasoo maray wax kabaro adeer siyaadba ha ugu horreeyee,0,0,0,"{'hashtags': ['#m_farmaajo'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1295475906660761600,/MusseMali/status/1295475906660761600,MusseMali,1293891382420082689,False,False,2020-08-17 21:41:39,"Wasiirka dastuurka oo galabta hadlay iyo madaxweyne Qoorqoor oo caawa hadlay, labaduba wax horumar ah oo laga gaarey #Dhusamareb3 inooma sheegin. Keliya in ay sugayaan #Deni iyo #Madoobe la,aantoodna aysan hore u socon karin ayey khireen. #M_Farmaajo arax jab ayaa ka muuqda.",0,0,1,"{'hashtags': ['#Dhusamareb3', '#Deni', '#Madoobe', '#M_Farmaajo'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1294625871265964034,/Koronto007/status/1294625871265964034,Koronto007,961501277451620352,False,False,2020-08-15 13:23:55,"#M_Farmaajo wuxu ka yiri golaha shacabka: 
""Go’aanka aad gaartaan waa in dalka oo dhan laga aqbalo, waa sida ay tahay"" 

Wuxu ula jeedaa go'aankii golaha shacabku ka gaareen #X_RW_Khayre pic.twitter.com/JClYxLIG7F",0,0,0,"{'hashtags': ['#M_Farmaajo', '#X_RW_Khayre'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EfdvXkAXgAQMjzN.jpg'], 'videos': []}",#M_Farmaajo
1288903627973619712,/AbdirasakMIsak/status/1288903627973619712,AbdirasakMIsak,1273606251620872192,False,False,2020-07-30 18:25:46,#Shame to take seat of acting #PM while #PMKhaire is still in Muqdisho #unconstitutional #illegitimate #ActingPM #M_Farmaajo #Young_Version of #SiyadBarre #Dictators have no position  in team and prosperous  world because they die for the throne instead of the people and nation. pic.twitter.com/PjZRdnrUe2,0,0,0,"{'hashtags': ['#Shame', '#PM', '#PMKhaire', '#unconstitutional', '#illegitimate', '#ActingPM', '#M_Farmaajo', '#Young_Version', '#SiyadBarre', '#Dictators'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EeMa9Y1XsAE7nRX.jpg', 'https://pbs.twimg.com/media/EeMa-JmWsAAFERk.jpg', 'https://pbs.twimg.com/media/EeMa-WTXsAIJ1WR.jpg', 'https://pbs.twimg.com/media/EeMa_OtXoAMp_DC.jpg'], 'videos': []}",#M_Farmaajo
1288900555599941636,/AbdirasakMIsak/status/1288900555599941636,AbdirasakMIsak,1273606251620872192,False,False,2020-07-30 18:13:33,#Shame to take seat of acting #PM while #PMKhaire is still in Muqdisho #unconstitutional #illegitimate #ActingPM #M_Farmaajo #Young_Version of #SiyadBarre #Dictators have no position  in team and prosperous  world because they die for the throne instead of the people and nation.,1,0,1,"{'hashtags': ['#Shame', '#PM', '#PMKhaire', '#unconstitutional', '#illegitimate', '#ActingPM', '#M_Farmaajo', '#Young_Version', '#SiyadBarre', '#Dictators'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1288395125199122432,/abdi_adaani/status/1288395125199122432,abdi_adaani,4503537075,False,False,2020-07-29 08:45:09,"Cited conviction of spreading fake news, #Mogadishu court sentenced 6 months in jail, fined 5 million shilling #Somali to @Gurbiye, a journo posted Facebook #M_Farmaajo “steal” a ventilator intended to #Covid19 patients last April. He can spared from prion for buying it, say jury pic.twitter.com/PWHiMVrPUY",2,5,7,"{'hashtags': ['#Mogadishu', '#Somali', '#M_Farmaajo', '#Covid19'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EeFKAxcXsAUVLrE.jpg'], 'videos': []}",#M_Farmaajo
1287023666912526337,/PlainMuktar1971/status/1287023666912526337,PlainMuktar1971,500754610,False,False,2020-07-25 13:55:28,"#Khayre Waxa shalay magacaabay #M_Farmaajo, si la mid ahna Waxa uu maanta aqbalay in la caydhiyo. Ninku naagtiisa go’aanka qabisteeda iyo furriinkeeda isagaa iska leh ayaana qabaa.",0,0,0,"{'hashtags': ['#Khayre', '#M_Farmaajo'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1286449817573564416,/EngWaharey/status/1286449817573564416,EngWaharey,1266042578232803328,False,False,2020-07-23 23:55:12,"@Somaaliya #SaidAbdullahiDe #M_Farmaajo
#Muqdisho @EngWaharey #Puntland #Garowe #Bosaaso #GalkaIo #Gardo #AAwaare #puntlandpost #SomaliaPdrc #Banaadir #Nuradin #mudan2019 #ahmedkaraash #BoqorBurhaan #radiodaljir #AhmedBarre01 #Somalia #HassanAKhaire #alihwarsame #Dhuusamareeb pic.twitter.com/AwsvMaRmAN",0,0,0,"{'hashtags': ['#SaidAbdullahiDe', '#M_Farmaajo', '#Muqdisho', '#Puntland', '#Garowe', '#Bosaaso', '#GalkaIo', '#Gardo', '#AAwaare', '#puntlandpost', '#SomaliaPdrc', '#Banaadir', '#Nuradin', '#mudan2019', '#ahmedkaraash', '#BoqorBurhaan', '#radiodaljir', '#AhmedBarre01', '#Somalia', '#HassanAKhaire', '#alihwarsame', '#Dhuusamareeb'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EdphgmxXkAA6sVn.jpg'], 'videos': []}",#M_Farmaajo
1286023809611575299,/Ragehsomplus/status/1286023809611575299,Ragehsomplus,764171250088501248,False,False,2020-07-22 19:42:24,#m_Farmaajo https://twitter.com/ragehsomplus/status/1286023498935173126 …,0,0,1,"{'hashtags': ['#m_Farmaajo'], 'urls': ['https://twitter.com/ragehsomplus/status/1286023498935173126'], 'photos': [], 'videos': []}",#M_Farmaajo
1284915685034844160,/Gurmad11/status/1284915685034844160,Gurmad11,1271143584025047041,False,False,2020-07-19 18:19:06,#dhusamareeb waxa ay u tageen #M_Farmaajo iyo N&N sidii ay uga hurin lahaayeen kala qeybsanaan si wadanka inta hartey u burburiyaan waa rajadii u danbeysay ee dictator,0,0,0,"{'hashtags': ['#dhusamareeb', '#M_Farmaajo'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1282643677530251265,/EngWaharey/status/1282643677530251265,EngWaharey,1266042578232803328,False,False,2020-07-13 11:50:57,"#JDeperani @Plstatehouse #SaidAbdullahiDe #M_Farmaajo
#UNSomalia @EngWaharey #Puntland #Garowe #Bosaso #GalkaIo #Gardo #AAwaare #puntlandpost #SomaliaPdrc #PUNSAA5 #Nuradin #mudan2019 #ahmedkaraash #BoqorBurhaan #radiodaljir #AhmedBarre01 #Somalia #HassanAKhaire #alihwarsame pic.twitter.com/z9oPsZpESd",0,0,0,"{'hashtags': ['#JDeperani', '#SaidAbdullahiDe', '#M_Farmaajo', '#UNSomalia', '#Puntland', '#Garowe', '#Bosaso', '#GalkaIo', '#Gardo', '#AAwaare', '#puntlandpost', '#SomaliaPdrc', '#PUNSAA5', '#Nuradin', '#mudan2019', '#ahmedkaraash', '#BoqorBurhaan', '#radiodaljir', '#AhmedBarre01', '#Somalia', '#HassanAKhaire', '#alihwarsame'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EczdnV2X0AIasyu.jpg'], 'videos': []}",#M_Farmaajo
1280221450922856449,/EngWaharey/status/1280221450922856449,EngWaharey,1266042578232803328,False,False,2020-07-06 19:25:53,#Somaaliya #Somalia #Barlamaanka #Xildhibaanada #Somaliweyn #M_Farmaajo #SaidAbdullahiDe #Jama_deparani #Puntland #Jubaland #Galkacyo #DrBaadiyow #Banaadir #HassanAKhaire #Presidentsharif #Muqdishu #AAbdishakur #AbdiDr #HarunMaruf #SomaliaPdrc pic.twitter.com/RlIIPwT2gg,0,0,0,"{'hashtags': ['#Somaaliya', '#Somalia', '#Barlamaanka', '#Xildhibaanada', '#Somaliweyn', '#M_Farmaajo', '#SaidAbdullahiDe', '#Jama_deparani', '#Puntland', '#Jubaland', '#Galkacyo', '#DrBaadiyow', '#Banaadir', '#HassanAKhaire', '#Presidentsharif', '#Muqdishu', '#AAbdishakur', '#AbdiDr', '#HarunMaruf', '#SomaliaPdrc'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EcRCmKnXYAIAIJn.jpg'], 'videos': []}",#M_Farmaajo
1278402514493161472,/ismailwarsame/status/1278402514493161472,ismailwarsame,19662294,False,False,2020-07-01 18:58:05,"#unsomalia #usa4somalia #saidabdullahide #mrqoorqoor
#musebihi #eusomalia
#m_farmaajo #hassanalikhayre http://ismailwarsame.blog/2020/07/01/farmaajo-re-election-by-any-means-necessary/ …",0,0,1,"{'hashtags': ['#unsomalia', '#usa4somalia', '#saidabdullahide', '#mrqoorqoor', '#musebihi', '#eusomalia', '#m_farmaajo', '#hassanalikhayre'], 'urls': ['http://ismailwarsame.blog/2020/07/01/farmaajo-re-election-by-any-means-necessary/'], 'photos': [], 'videos': []}",#M_Farmaajo
1278191755846914049,/OmarAbd36132584/status/1278191755846914049,OmarAbd36132584,1262223426250571779,False,False,2020-07-01 05:00:36,"Guul iyo Gobanimo Farmaajo.
#4MoreYears #M_Farmaajo",0,0,0,"{'hashtags': ['#4MoreYears', '#M_Farmaajo'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1278094975939510278,/EngWaharey/status/1278094975939510278,EngWaharey,1266042578232803328,False,False,2020-06-30 22:36:02,XISBIGA SSUP HAMBALYO #XisbigaSSUP #SSUP #Somaaliya #Somalia #1stJuly #1daLuulyo #Hambalo #60Guuro #Muqdisho #Garowe #Baydhabo #Hargeysa #Banaadir #Somaliweyn #Kismayo #Pununtland #M_Farmaajo #ShirkaJabuuti #Djibouti #Jama_deparani #DrBaadiyow #AliMGedi #HassanAKhaire pic.twitter.com/3NfdZiCkXl,0,0,0,"{'hashtags': ['#XisbigaSSUP', '#SSUP', '#Somaaliya', '#Somalia', '#1stJuly', '#1daLuulyo', '#Hambalo', '#60Guuro', '#Muqdisho', '#Garowe', '#Baydhabo', '#Hargeysa', '#Banaadir', '#Somaliweyn', '#Kismayo', '#Pununtland', '#M_Farmaajo', '#ShirkaJabuuti', '#Djibouti', '#Jama_deparani', '#DrBaadiyow', '#AliMGedi', '#HassanAKhaire'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/Eby0T30WAAIoaZD.jpg'], 'videos': []}",#M_Farmaajo
1278087670728667136,/EngWaharey/status/1278087670728667136,EngWaharey,1266042578232803328,False,False,2020-06-30 22:07:01,#Somaaliya #Somalia #1stJuly #1daLuulyo #Hambalo #60Guuro #Muqdisho #Garowe #Baydhabo #Hargeysa #Banaadir #Somaliweyn #EngWaharey #Kismayo #Pununtland #musebiihi #M_Farmaajo #ShirkaJabuuti #Djibouti #Jama_deparani #DrBaadiyow #AliMGedi #HassanAKhaire #Presidentsharif #CirroSL pic.twitter.com/4yigDbl7cj,0,0,0,"{'hashtags': ['#Somaaliya', '#Somalia', '#1stJuly', '#1daLuulyo', '#Hambalo', '#60Guuro', '#Muqdisho', '#Garowe', '#Baydhabo', '#Hargeysa', '#Banaadir', '#Somaliweyn', '#EngWaharey', '#Kismayo', '#Pununtland', '#musebiihi', '#M_Farmaajo', '#ShirkaJabuuti', '#Djibouti', '#Jama_deparani', '#DrBaadiyow', '#AliMGedi', '#HassanAKhaire', '#Presidentsharif', '#CirroSL'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EbysvB5WAAoioyc.jpg'], 'videos': []}",#M_Farmaajo
1277209724803522561,/Juha252/status/1277209724803522561,Juha252,1193686479752638469,False,False,2020-06-28 11:58:22,#M_farmaajo ayaa laweydiiyey shirkii jabuuti sifiican uma aadan hadlin ee maxaa kugu dhacay su'aashaas waxa ow uga jawaabay shirka waxaa joogay hooyadey labaad oo ah Dr adno aadan waxa ow sheegay iney tahay umulisadii kasoo qaaday hooyadiis 1961 lamana doodi karin ayow dhahay  pic.twitter.com/BhSje4GWhf,1,0,3,"{'hashtags': ['#M_farmaajo'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EbmPd3NWAAAtlSU.jpg', 'https://pbs.twimg.com/media/EbmPebWWkAE_npm.jpg'], 'videos': []}",#M_Farmaajo
1276480758689992704,/EngWaharey/status/1276480758689992704,EngWaharey,1266042578232803328,False,False,2020-06-26 11:41:43,#Somaliland #Borama #Hargeysa #Lasanood #Sanaag - #Somalia #Mogadishu #Garowe #Baidhabo #Kismayo #Pununtland #musebiihi #M_Farmaajo #ShirkaJabuuti #Djibouti #Jama_deparani #DrBaadiyow #AliMGedi #HassanAKhaire #Presidentsharif #CirroSL #EngWaharey pic.twitter.com/FX4hxjZBc6,0,0,0,"{'hashtags': ['#Somaliland', '#Borama', '#Hargeysa', '#Lasanood', '#Sanaag', '#Somalia', '#Mogadishu', '#Garowe', '#Baidhabo', '#Kismayo', '#Pununtland', '#musebiihi', '#M_Farmaajo', '#ShirkaJabuuti', '#Djibouti', '#Jama_deparani', '#DrBaadiyow', '#AliMGedi', '#HassanAKhaire', '#Presidentsharif', '#CirroSL', '#EngWaharey'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EbbzPKeWsAAo4Fw.jpg'], 'videos': []}",#M_Farmaajo
1301089087269425153,/fouwzi/status/1301089087269425153,fouwzi,3240045072,False,False,2020-09-02 09:26:26,"We're Divided into 3 categories.

V/Somalia's supporters R all about obfuscating, TWISTING the REALITY on the GROUND.

Delusional opposition cant differentiate btwn THE COUNTRY'S INTEREST & #M_Farmaajo

The PERSISTENT True PATRIOTS incl ME determined to fight for better Somalia",7,4,32,"{'hashtags': ['#M_Farmaajo'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1303739564310163456,/ALOTdotcom/status/1303739564310163456,ALOTdotcom,1173631825304047617,False,False,2020-09-09 16:58:29,30 Popular Restaurants Closing Immediately,0,0,0,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1297973180561227776,/Motown6666/status/1297973180561227776,Motown6666,2978190407,False,False,2020-08-24 19:04:56,Well that´s Progress #Xaarmaajo aka #M_Farmaajo  https://twitter.com/artssiyad/status/1297774217220497409 …,0,0,0,"{'hashtags': ['#Xaarmaajo', '#M_Farmaajo'], 'urls': ['https://twitter.com/artssiyad/status/1297774217220497409'], 'photos': [], 'videos': []}",#M_Farmaajo
1296654550829600770,/abdirahmanhirey/status/1296654550829600770,abdirahmanhirey,1001933457197555714,False,False,2020-08-21 03:45:10,#m_farmaajo Waxa aanaan ka daalayn in aan kugu waanino in aan xoog iyo ismaqiiq kursiga lagu joogi karin hadii sidaas adoo kujira waqtigu kaa dhacana wixii dhaca aad masuul kanoqonaysid fadlan wixii lasoo maray wax kabaro adeer siyaadba ha ugu horreeyee,0,0,0,"{'hashtags': ['#m_farmaajo'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1295475906660761600,/MusseMali/status/1295475906660761600,MusseMali,1293891382420082689,False,False,2020-08-17 21:41:39,"Wasiirka dastuurka oo galabta hadlay iyo madaxweyne Qoorqoor oo caawa hadlay, labaduba wax horumar ah oo laga gaarey #Dhusamareb3 inooma sheegin. Keliya in ay sugayaan #Deni iyo #Madoobe la,aantoodna aysan hore u socon karin ayey khireen. #M_Farmaajo arax jab ayaa ka muuqda.",0,0,1,"{'hashtags': ['#Dhusamareb3', '#Deni', '#Madoobe', '#M_Farmaajo'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1294625871265964034,/Koronto007/status/1294625871265964034,Koronto007,961501277451620352,False,False,2020-08-15 13:23:55,"#M_Farmaajo wuxu ka yiri golaha shacabka: 
""Go’aanka aad gaartaan waa in dalka oo dhan laga aqbalo, waa sida ay tahay"" 

Wuxu ula jeedaa go'aankii golaha shacabku ka gaareen #X_RW_Khayre pic.twitter.com/JClYxLIG7F",0,0,0,"{'hashtags': ['#M_Farmaajo', '#X_RW_Khayre'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EfdvXkAXgAQMjzN.jpg'], 'videos': []}",#M_Farmaajo
1288903627973619712,/AbdirasakMIsak/status/1288903627973619712,AbdirasakMIsak,1273606251620872192,False,False,2020-07-30 18:25:46,#Shame to take seat of acting #PM while #PMKhaire is still in Muqdisho #unconstitutional #illegitimate #ActingPM #M_Farmaajo #Young_Version of #SiyadBarre #Dictators have no position  in team and prosperous  world because they die for the throne instead of the people and nation. pic.twitter.com/PjZRdnrUe2,0,0,0,"{'hashtags': ['#Shame', '#PM', '#PMKhaire', '#unconstitutional', '#illegitimate', '#ActingPM', '#M_Farmaajo', '#Young_Version', '#SiyadBarre', '#Dictators'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EeMa9Y1XsAE7nRX.jpg', 'https://pbs.twimg.com/media/EeMa-JmWsAAFERk.jpg', 'https://pbs.twimg.com/media/EeMa-WTXsAIJ1WR.jpg', 'https://pbs.twimg.com/media/EeMa_OtXoAMp_DC.jpg'], 'videos': []}",#M_Farmaajo
1288900555599941636,/AbdirasakMIsak/status/1288900555599941636,AbdirasakMIsak,1273606251620872192,False,False,2020-07-30 18:13:33,#Shame to take seat of acting #PM while #PMKhaire is still in Muqdisho #unconstitutional #illegitimate #ActingPM #M_Farmaajo #Young_Version of #SiyadBarre #Dictators have no position  in team and prosperous  world because they die for the throne instead of the people and nation.,1,0,1,"{'hashtags': ['#Shame', '#PM', '#PMKhaire', '#unconstitutional', '#illegitimate', '#ActingPM', '#M_Farmaajo', '#Young_Version', '#SiyadBarre', '#Dictators'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1288395125199122432,/abdi_adaani/status/1288395125199122432,abdi_adaani,4503537075,False,False,2020-07-29 08:45:09,"Cited conviction of spreading fake news, #Mogadishu court sentenced 6 months in jail, fined 5 million shilling #Somali to @Gurbiye, a journo posted Facebook #M_Farmaajo “steal” a ventilator intended to #Covid19 patients last April. He can spared from prion for buying it, say jury pic.twitter.com/PWHiMVrPUY",2,5,7,"{'hashtags': ['#Mogadishu', '#Somali', '#M_Farmaajo', '#Covid19'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EeFKAxcXsAUVLrE.jpg'], 'videos': []}",#M_Farmaajo
1287023666912526337,/PlainMuktar1971/status/1287023666912526337,PlainMuktar1971,500754610,False,False,2020-07-25 13:55:28,"#Khayre Waxa shalay magacaabay #M_Farmaajo, si la mid ahna Waxa uu maanta aqbalay in la caydhiyo. Ninku naagtiisa go’aanka qabisteeda iyo furriinkeeda isagaa iska leh ayaana qabaa.",0,0,0,"{'hashtags': ['#Khayre', '#M_Farmaajo'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1286449817573564416,/EngWaharey/status/1286449817573564416,EngWaharey,1266042578232803328,False,False,2020-07-23 23:55:12,"@Somaaliya #SaidAbdullahiDe #M_Farmaajo
#Muqdisho @EngWaharey #Puntland #Garowe #Bosaaso #GalkaIo #Gardo #AAwaare #puntlandpost #SomaliaPdrc #Banaadir #Nuradin #mudan2019 #ahmedkaraash #BoqorBurhaan #radiodaljir #AhmedBarre01 #Somalia #HassanAKhaire #alihwarsame #Dhuusamareeb pic.twitter.com/AwsvMaRmAN",0,0,0,"{'hashtags': ['#SaidAbdullahiDe', '#M_Farmaajo', '#Muqdisho', '#Puntland', '#Garowe', '#Bosaaso', '#GalkaIo', '#Gardo', '#AAwaare', '#puntlandpost', '#SomaliaPdrc', '#Banaadir', '#Nuradin', '#mudan2019', '#ahmedkaraash', '#BoqorBurhaan', '#radiodaljir', '#AhmedBarre01', '#Somalia', '#HassanAKhaire', '#alihwarsame', '#Dhuusamareeb'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EdphgmxXkAA6sVn.jpg'], 'videos': []}",#M_Farmaajo
1286023809611575299,/Ragehsomplus/status/1286023809611575299,Ragehsomplus,764171250088501248,False,False,2020-07-22 19:42:24,#m_Farmaajo https://twitter.com/ragehsomplus/status/1286023498935173126 …,0,0,1,"{'hashtags': ['#m_Farmaajo'], 'urls': ['https://twitter.com/ragehsomplus/status/1286023498935173126'], 'photos': [], 'videos': []}",#M_Farmaajo
1284915685034844160,/Gurmad11/status/1284915685034844160,Gurmad11,1271143584025047041,False,False,2020-07-19 18:19:06,#dhusamareeb waxa ay u tageen #M_Farmaajo iyo N&N sidii ay uga hurin lahaayeen kala qeybsanaan si wadanka inta hartey u burburiyaan waa rajadii u danbeysay ee dictator,0,0,0,"{'hashtags': ['#dhusamareeb', '#M_Farmaajo'], 'urls': [], 'photos': [], 'videos': []}",#M_Farmaajo
1282643677530251265,/EngWaharey/status/1282643677530251265,EngWaharey,1266042578232803328,False,False,2020-07-13 11:50:57,"#JDeperani @Plstatehouse #SaidAbdullahiDe #M_Farmaajo
#UNSomalia @EngWaharey #Puntland #Garowe #Bosaso #GalkaIo #Gardo #AAwaare #puntlandpost #SomaliaPdrc #PUNSAA5 #Nuradin #mudan2019 #ahmedkaraash #BoqorBurhaan #radiodaljir #AhmedBarre01 #Somalia #HassanAKhaire #alihwarsame pic.twitter.com/z9oPsZpESd",0,0,0,"{'hashtags': ['#JDeperani', '#SaidAbdullahiDe', '#M_Farmaajo', '#UNSomalia', '#Puntland', '#Garowe', '#Bosaso', '#GalkaIo', '#Gardo', '#AAwaare', '#puntlandpost', '#SomaliaPdrc', '#PUNSAA5', '#Nuradin', '#mudan2019', '#ahmedkaraash', '#BoqorBurhaan', '#radiodaljir', '#AhmedBarre01', '#Somalia', '#HassanAKhaire', '#alihwarsame'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EczdnV2X0AIasyu.jpg'], 'videos': []}",#M_Farmaajo
